full_address,lat,lon
"47-21 245 Street, 11362",40.7630698,-73.7396262
"246-20 Cambria Avenue, 11362",40.7628235,-73.73776649999999
"246-20 Van Zandt Avenue, 11362",40.7622199,-73.737275
"246-12 Van Zandt Avenue, 11362",40.76211319999999,-73.7375691
"51-10 248 Street, 11362",40.7617224,-73.7361581
"240-09 65 Avenue, 11362",40.75331250000001,-73.7390212
"246-19 54Th Avenue, 11362",40.7600913,-73.7360379
"239-46 65 Avenue, 11362",40.7527994,-73.7398992
"244-89 61St Avenue, 11362",40.75657289999999,-73.7340012
"240-31 65 Avenue, 11362",40.7533114,-73.7383857
"239-47 65 Avenue, 11362",40.7532074,-73.7398905
"239-54 65Th Ave, 11362",40.75281500000001,-73.7396137
"239-47 65Th Avenue, 11362",40.7532074,-73.7398905
"239-36 65 Avenue, 11362",40.7527569,-73.740233
"239-53 66Th Avenue, 11362",40.75250399999999,-73.7396262
"239-41 66Th Avenue, 11362",40.7524773,-73.7400208
"240-04 65Th Avenue, 11362",40.7528732,-73.739178
"240-28 65 Avenue, 11362",40.7529021,-73.7383043
"240-58 65 Avenue, 11362",40.753017,-73.73731599999999
"240-60 66 Avenue, 11362",40.7523387,-73.7371438
"239-40 66 Avenue, 11362",40.7520567,-73.7399635
"240-31 66Th Avenue, 11362",40.7526371,-73.7382062
"240-51 66 Avenue, 11362",40.7526989,-73.737515
"71-58 244Th Street, 11362",40.747877,-73.7352871
"71-07 244 Street, 11362",40.7492955,-73.73502909999999
"240-27 67 Avenue, 11362",40.75183930000001,-73.73902860000001
"60-15 246Th Place, 11362",40.7575918,-73.73086090000001
"71-21 244 Street, 11362",40.7488928,-73.7350096
"6511 247 Street, 11362",40.7538922,-73.7281333
"245-72 61St Avenue, 11362",40.756515,-73.73104940000002
"73-25 244Th Street, 11362",40.74755469999999,-73.7303828
"73-30 244 Street, 11362",40.74722149999999,-73.7307036
"64-34 Marathon Parkway, 11362",40.7537657,-73.72755819999999
"66-11 247 Street, 11362",40.7526997,-73.72712179999999
"42-01 235Th Street, 11363",40.7684886,-73.7485362
"44-19 Douglaston Parkway, 11363",40.7660633,-73.74480919999999
"233-26 39Th Road, 11363",40.76916749999999,-73.75155120000001
"233-19 40Th Avenue, 11363",40.7687704,-73.75160489999999
"57-06 246Th Place, 11362",40.7580458,-73.73240659999999
"246-52 Alameda Avenue, 11362",40.7664417,-73.7392124
"244-53 Grand Central Parkway, 11362",40.74852509999999,-73.7296144
"240-70 67Th Ave, 11362",40.7516077,-73.7373082
"246-03 61 Avenue, 11362",40.757053,-73.7306679
"245-51 61 Avenue, 11362",40.7568789,-73.73172439999999
"71-65 Douglaston Parkway, 11362",40.7478805,-73.73580969999999
"240-30 67Th Ave, 11362",40.7514713,-73.73871679999999
"244-23 Grand Central Pkwy, 11362",40.7484607,-73.7296198
"72-21 244Th Street, 11362",40.748464,-73.730113
"244-19 Grand Central Pkwy, 11362",40.7474995,-73.72987959999999
"312 Cherry Street, 11363",40.7711103,-73.74663679999999
"62-75 Douglaston Parkway, 11, 11362",40.7537202,-73.7403717
"62-57 Douglaston Parkway, 2, 11362",40.7537202,-73.7403717
"240-04 70 Avenue, 2A, 11362",40.7494448,-73.7367819
"62-17 Douglaston Parkway, 8, 11362",40.754686,-73.7409984
"63-65 Douglaston Parkway, 52, 11362",40.7537202,-73.7403717
"240-46 70 Avenue, 18B, 11362",40.7494448,-73.7367819
"63-55 Douglaston Parkway, 42, 11362",40.7537202,-73.7403717
"240-16 70 Avenue, 8B, 11362",40.7494448,-73.7367819
"240-40 70 Avenue, 17A, 11362",40.7494448,-73.7367819
"69-27 242 Street, 56, 11362",40.7494448,-73.7367819
"240-28 70 Avenue, 12B, 11362",40.7494448,-73.7367819
"63-57A Douglaston Parkway, 44, 11362",40.7537202,-73.7403717
"65-17 242 Street, 7C, 11362",40.7517544,-73.7364305
"65-15 242 Street, 6B/E, 11362",40.7528943,-73.736864
"65-17 242Nd Street, 7D, 11362",40.7517544,-73.7364305
"6803 242Nd Street, 30C, 11362",40.7517544,-73.7364305
"68-19 242 Street, 36A, 11362",40.7517544,-73.7364305
"66-05 242Nd Street, 12C, 11362",40.7517544,-73.7364305
"240-33 69Th Avenue, 17, 11362",40.7504668,-73.7379102
"69-01 242Nd Street, 38A, 11362",40.7517544,-73.7364305
"68-17 242Nd Street, 35A, 11362",40.7517544,-73.7364305
"240-19 69 Avenue, 10, 11362",40.7504668,-73.7379102
"240-37 69Th Avenue, 19, 11362",40.7504668,-73.7379102
"69-05 242 Street, 40B, 11362",40.7517544,-73.7364305
"240-24 69 Avenue, 42, 11362",40.7500586,-73.73767389999999
"240-10 68 Avenue, 34, 11362",40.7507571,-73.7379946
"240-14 Oak Park Drive, 25C, 11362",40.7459681,-73.7331069
"239-46 Oak Park Drive, 6C, 11362",40.7459681,-73.7331069
"240-10A Oak Park Drive, 23A, 11362",40.7459681,-73.7331069
"240-31A Oak Park Drive, 68A, 11362",40.7459681,-73.7331069
"240-06B Oak Park Drive, 20B, 11362",40.7459681,-73.7331069
"241-27B Oak Park Drive, 54B, 11362",40.7459681,-73.7331069
"241-37 Oak Park Drive, 50C, 11362",40.7459681,-73.7331069
"241-39B Oak Park Drive, 49B, 11362",40.7459681,-73.7331069
"240-29 Oak Park Drive, 69C, 11362",40.7459681,-73.7331069
"241-39A Oak Park Drive, 49A, 11362",40.7459681,-73.7331069
"241-56 Oak Park Drive, 78C, 11362",40.7469693,-73.7316675
"242-24 Oak Park Drive, 102B, 11362",40.7469693,-73.7316675
"N/A 30 Avenue, 11363",40.7724828,-73.7826483
"241-73 Oak Park Drive, 130B, 11362",40.7469693,-73.7316675
"233-30 41 Avenue, 11363",40.767167,-73.751592
"N/A 38 Drive, 11363",40.7715433,-73.7505087
"N/A Rushmore Avenue, 11362",40.7635827,-73.7400898
"240-16A Cherry Street, 11363",40.7711091,-73.7467011
"N/A 244 Street, 11362",40.7565031,-73.7369082
"237-19 Manor Road, 11363",40.776654,-73.750587
"N/A 236Th Street, 11363",40.7360215,-73.7351264
"N/A Circle Road, 11363",40.7711588,-73.747266
"50-04 Douglaston Parkway, 11362",40.760449,-73.742032
"38-30 Douglaston Pkwy, 2F, 11363",40.7715397,-73.7509857
"242-73 61St Avenue, F-14, 11362",40.7558684,-73.73715159999999
"244-29 61St Avenue, F8, 11362",40.75611809999999,-73.73572539999999
"56-09 Douglaston Parkway, F-3, 11362",40.7563702,-73.7388161
"3830 Douglaston Parkway, 1A, 11363",40.7715397,-73.7509857
"246-04 57Th Drive, D2-13, 11362",40.7565843,-73.7352997
"57-14 244Th Street, 57-14, 11362",40.756703,-73.7372177
"244-01 61St Avenue, G11 L, 11362",40.7559495,-73.7364958
"242-73 61St Avenue, F14, 11362",40.7558684,-73.73715159999999
"24634 57Th Drive, C-5, 11362",40.7572046,-73.73467629999999
"244-17 61St Ave, F4Low, 11362",40.7561628,-73.7360319
"244-09 57Th Drive, G-2, 11362",40.7574079,-73.7363439
"246-59 57Th Drive, F-3 L, 11362",40.7573418,-73.73375910000001
"58-21 246 Crescent, C10, 11362",40.7588177,-73.7327178
"57-02 246Th Crescent, F2Up, 11362",40.75758159999999,-73.7353656
"5747 246Th Crescent, A-5 L, 11362",40.758711,-73.73495129999999
"246-33 57Th Drive, F-11, 11362",40.7577347,-73.7345428
"56-07 244Th Street, E-3 U, 11362",40.75774089999999,-73.7369762
"58-03 246Th Crescent, F-4, 11362",40.7589619,-73.73316609999999
"57-27 246Th Crescent, E10, 11362",40.75825030000001,-73.73584009999999
"57-54 246Th Crescent, Upper, 11362",40.7584188,-73.7343071
"58-11 246Th Crescent, F7, 11362",40.7590059,-73.7327952
"57-11 246Th Crescent, E-3, 11362",40.7579893,-73.7358086
"57-02 246Th Crescent, Upper, 11362",40.75758159999999,-73.7353656
"57-26 246Th Crescent, E-1, 11362",40.7582092,-73.7351741
"57-32 246Th Crescent, E-15, 11362",40.7583785,-73.7349258
"57-48 246Th Crescent, C-8, 11362",40.7582229,-73.73440269999999
"245-50 62 Avenue, A3, 11362",40.75533009999999,-73.7324749
"245-40 62Nd Ave, F-5, 11362",40.755125,-73.7321406
"57-72 246Th Crescent, E-6, 11362",40.7587476,-73.7340205
"57-40 246Th Crescent, A-12, 11362",40.7582034,-73.7347727
"245-60 62Nd Avenue, F-5, 11362",40.755456,-73.7317023
"245-03 62 Avenue, F-2, 11362",40.75595149999999,-73.73266939999999
"245-58 62Nd Avenue, 1, 11362",40.7558762,-73.73027739999999
"61-21 245Th Place, E8, 11362",40.7559649,-73.7329646
"245-60 62Nd Avenue, F5, 11362",40.755456,-73.7317023
"245-90 62Nd Avenue, E2, 11362",40.755871,-73.7301942
"61-26 245Th Place, F2, 11362",40.7556158,-73.7330684
"24578 62Nd Avenue, 2B, 11362",40.7558427,-73.7309266
"44-20 Douglaston Parkway, 6B, 11363",40.7664899,-73.7456
"44-20 Douglaston Pkwy, 5B, 11363",40.7664899,-73.7456
"42-30 Douglaston Parkway, 2H, 11363",40.7686099,-73.74772
"42-30 Douglaston Parkway, 5C, 11363",40.7686099,-73.74772
"42-30 Douglaston Parkway, 2L, 11363",40.7686099,-73.74772
"42-30 Douglaston Parkway, 4H, 11363",40.7686099,-73.74772
"42-30 Douglaston Parkway, 4A, 11363",40.7686099,-73.74772
"44-20 Douglaston Parkway, 6G, 11363",40.7664899,-73.7456
"42-30 Douglaston Parkway, 7C, 11363",40.7686099,-73.74772
"42-30 Douglaston Parkway, 7G, 11363",40.7686099,-73.74772
"43-25 Douglaston Parkway, 3F, 11363",40.7670699,-73.74642
"43-25 Douglaston Parkway, 3E, 11363",40.7670699,-73.74642
"40-56 Douglaston Parkway, 11363",40.7687635,-73.7481051
"43-25 Douglaston Parkway, 3G, 11363",40.7670699,-73.74642
"43-25 Douglaston Parkway, 1D, 11363",40.7670699,-73.74642
"42-34 235 Street, 11363",40.767624,-73.7481243
"241-20 Northern Blvd, 4N, 11362",40.7649263,-73.7452818
"241-20 Northern Blvd, 2F, 11362",40.7649263,-73.7452818
"241-20 Northern Blvd, 5J, 11362",40.7649263,-73.7452818
"42-32 235 Street, 11363",40.7676924,-73.7481969
"68-17 242Nd Street, 35-G, 11362",40.7517544,-73.7364305
"6803 242Nd Street, 30-G, 11362",40.7517544,-73.7364305
"69-01 242Nd Street, 38G, 11362",40.7517544,-73.7364305
"94-04 23Rd Avenue, 11369",40.7679503,-73.8759268
"97-12 23Rd Avenue, 11369",40.7682411,-73.8729182
"95-09 24 Avenue, 11369",40.7664009,-73.87445300000002
"23-28 95Th Street, 11369",40.7673748,-73.8752988
"23-55 98 Street, 11369",40.7670366,-73.87196039999999
"98-07 24Th Avenue, 11369",40.7666805,-73.8718422
"23-33 95Th Street, 11369",40.7672909,-73.8748024
"23-23 95 Street, 11369",40.76755319999999,-73.87483569999999
"22-37 98Th Street, 11369",40.76962839999999,-73.87229889999999
"2358 100 Street, 11369",40.766943,-73.8705346
"23-35 99Th Street, 11369",40.7676027,-73.87116220000001
"24-23 97Th Street, 11369",40.7656568,-73.8726854
"24-58 96Th Street, 11369",40.7645539,-73.87387199999999
"25-35 96 Street, 11369",40.76344599999999,-73.8731487
"24-06 96Th Street, 11369",40.7659487,-73.8741342
"24-39 96Th Street, 11369",40.7651255,-73.873446
"24-47 95 Street, 11369",40.764767,-73.87425689999999
"2445 97Th Street, 11369",40.7650833,-73.8725218
"25-04 96 Street, 11369",40.7642538,-73.8738136
"24-08 97 Street, 11369",40.766016,-73.873216
"24-41 97Th Street, 11369",40.765195,-73.8725954
"97-20 25Th Ave, 11369",40.7643648,-73.8718654
"25-46 98 Street, 11369",40.76323250000001,-73.8717537
"25-37 97Th Street, 11369",40.7634889,-73.8723091
"25-21 98 Street, 11369",40.7640425,-73.87145919999999
"26-23 95 Street, 11369",40.762033,-73.8738114
"2657 95Th Street, 11369",40.761165,-73.87360699999999
"27-16 99Th Street, 11369",40.7616047,-73.87055029999999
"25-37 98 Street, 11369",40.76353650000001,-73.8713744
"26-51 95Th Street, 11369",40.7613024,-73.87367580000002
"31-28 96 Street, 11369",40.7597459,-73.8729752
"98-06 25Th Ave, 11369",40.7644795,-73.87141319999999
"2519 97Th Street, 11369",40.7639617,-73.872378
"31-31 95Th Street, 11369",40.7597698,-73.8734116
"3232 96Th Street, 11369",40.7578384,-73.87258469999999
"32-06 100 Street, 11369",40.7589304,-73.8689703
"23-55 100 Street, 11369",40.76701449999999,-73.8699891
"24-50 Gillmore Street, 11369",40.7654895,-73.8687041
"24-44 Ericsson Street, 11369",40.7657239,-73.86780259999999
"25-04 Humphrey Street, 11369",40.7646908,-73.8691454
"23-53 100 Street, 11369",40.7671648,-73.8699517
"24-20 Gilmore Street, 11369",40.7660928,-73.869287
"23-59 100 Street, 11369",40.766968,-73.8699713
"25-12 Humphreys Street, 11369",40.7645482,-73.868944
"24-20 Gillmore St, 11369",40.7660928,-73.869287
"25-37 Mcintosh Street, 11369",40.7639572,-73.8688406
"25-02 Gillmore Street, 11369",40.7650774,-73.8683123
"25-41 Humphreys Street, 11369",40.764121,-73.8678886
"27-16 Ericsson Street, 11369",40.7639646,-73.8660977
"25-23 Humphreys St, 11369",40.76444710000001,-73.8682204
"106-51 Ditmars Blvd, 11369",40.7647145,-73.862742
"25-08 Ericsson Street, 11369",40.76525549999999,-73.8673684
"108-17 Ditmars Boulevard, 11369",40.7638747,-73.861978
"27-19 Kearney St, 11369",40.7624586,-73.8686109
"25-11 Gillmore Street, 11369",40.7651233,-73.8675543
"27-04 Mcintosh Street, 11369",40.76295959999999,-73.8684731
"25-13 Humphrey Street, 11369",40.7646607,-73.86841369999999
"27-30 Butler Street, 11369",40.76450880000001,-73.8644205
"27-27 Ericsson Street, 11369",40.7639131,-73.86549839999999
"110-36 Ditmars Blvd, 11369",40.7604042,-73.8598741
"31-18 102Nd Street, 11369",40.76065560000001,-73.8673685
"107-19 31 Avenue, 11369",40.7624613,-73.8623556
"32-42 108Th Street, 11369",40.7587433,-73.861477
"31-39 101St Street, 11369",40.7600465,-73.8677266
"31-33 106 Street, 11369",40.75991700000001,-73.8629753
"31-44 101 Street, 11369",40.7598157,-73.8681002
"32-39 110 Street, 11369",40.7589851,-73.8599143
"31-31 106 Street, 11369",40.7599665,-73.862997
"101-17 32Nd Avenue, 11369",40.7595287,-73.8671408
"22-14 99 Street, 11369",40.7701603,-73.8721005
"32-26 112Th Street, 11369",40.7588598,-73.8582732
"22-34 99 Street, 11369",40.76964630000001,-73.8719413
"98-06 23 Avenue, 11369",40.7683054,-73.8722057
"22-24 99Th Street, 11369",40.7699422,-73.87205019999999
"23-17 99Th Street, 11369",40.7681037,-73.871234
"23-17 97Th Street, 11369",40.7678926,-73.8730815
"97-11 24 Avenue, 11369",40.7665889,-73.8725577
"23-21 98Th Street, 11369",40.76791010000001,-73.872125
"98-16 23Rd Avenue, 11369",40.7683732,-73.87171889999999
"23-59 98 St, 11369",40.7667754,-73.8719836
"23-59 98Th Street, 11369",40.7667754,-73.8719836
"24-31 95Th Street, 11369",40.7652572,-73.8744309
"24-28 95Th Street, 11369",40.7653917,-73.8748931
"25-20 99 Street, 11369",40.76411179999999,-73.87099979999999
"24-02 98 Street, 11369",40.7661792,-73.8722402
"97-02 25Th Avenue, 11369",40.7643733,-73.8724976
"24-16 97Th Street, 11369",40.7657941,-73.87318189999999
"99-06 25Th Avenue, 11369",40.7645652,-73.8705347
"97-04 25Th Ave, 11369",40.764392,-73.872428
"97-06 24 Avenue, 11369",40.7662222,-73.87254589999999
"25-28 97Th Street, 11369",40.7636511,-73.87276849999999
"2519 98Th Street, 11369",40.7640938,-73.8714755
"24-25 95 Street, 11369",40.7654574,-73.87442589999999
"31-01 95 St, 11369",40.7604227,-73.8735264
"27-14 99 Street, 11369",40.7616577,-73.8705634
"31-15 99 Street, 11369",40.7604598,-73.86987429999999
"99-07 32 Avenue, 11369",40.7592903,-73.86958709999999
"31-42 99Th Street, 11369",40.7595978,-73.8702533
"31-39 95 St, 11369",40.7595986,-73.87335689999999
"32-40 96Th Street, 11369",40.7576304,-73.8725967
"32-11 95Th Street, 11369",40.75835900000001,-73.87317790000002
"96-12 31 Avenue, 11369",40.7604798,-73.8723449
"31-46 96Th Street, 11369",40.7591747,-73.8728288
"31-23 97 Street, 11369",40.7600074,-73.87165159999999
"32-24 97Th Street, 11369",40.75816330000001,-73.8717257
"32-42 98 Street, 11369",40.7577943,-73.8707931
"97-02 32Nd Avenue, 11369",40.7587151,-73.8714523
"2432 Humphreys Street, 11369",40.7650183,-73.8694493
"23-19 101St Street, 11369",40.7682774,-73.8692587
"27-16 Mcintosh Street, 11369",40.7627787,-73.8683242
"27-15 Humphreys Street, 11369",40.7633794,-73.867166
"25-44 Gillmore Street, 11369",40.7641678,-73.8674216
"102-31 29Th Avenue, 11369",40.7622073,-73.8665961
"103-13 29 Ave, 11369",40.7625562,-73.8659393
"3219 98Th Street, 11369",40.7584136,-73.87040259999999
"27-42 Gillmore Street, 11369",40.7629786,-73.8663139
"109-31 Ditmars Boulevard, 11369",40.76196789999999,-73.8606501
"29-12 Gillmore Street, 11369",40.7620949,-73.865414
"27-12 Curtis Street, 11369",40.76442580000001,-73.86550989999999
"103-25 Astoria Boulevard, 11369",40.76154409999999,-73.8654312
"100-05 32 Avenue, 11369",40.7594226,-73.86849289999999
"3109 102Nd Street, 11369",40.76091520000001,-73.86692260000001
"29-23 Gillmore Street, 11369",40.7620538,-73.8647852
"107-21 Astoria Boulevard, 11369",40.7608073,-73.8615634
"29-19 Gillmore Street, 11369",40.7621565,-73.864842
"100-16 31St Avenue, 11369",40.7608751,-73.86853049999999
"101-10 31 Avenue, 11369",40.7609628,-73.867713
"31-50 Buell Street, 11369",40.760908,-73.861558
"3152 104Th Street, 11106",40.75969449999999,-73.8651309
"31-18 106Th Street, 11369",40.7603997,-73.86345399999999
"31-49 102 Street, 11369",40.7597906,-73.8668023
"101-13 Northern Boulevard, 11368",40.7577302,-73.86696520000001
"32-51 104 Street, 11369",40.7581396,-73.8644286
"101-15 Northern Blvd, 11368",40.7577532,-73.8668946
"103-11 Northern Boulevard, 11368",40.7578883,-73.8652207
"32-56 107 Street, 11369",40.7582774,-73.86223660000002
"32-40 105Th Street, 11369",40.7585284,-73.8641243
"32-45 105 Street, 11369",40.7584089,-73.8636148
"106-02 32 Avenue, 11369",40.7596099,-73.86299
"32-42 104Th St, 11369",40.7583703,-73.8649684
"31-24 106Th St, 11369",40.7602018,-73.8634959
"32-17 106Th Street, 11369",40.75928950000001,-73.86286419999999
"25-40 99 Street, 11369",40.76358949999999,-73.8708994
"32-17 95Th Street, 11369",40.758163,-73.8731396
"109-10 Ditmars Blvd, 11369",40.76212,-73.86159339999999
"31-22 105 Street, 11369",40.7603691,-73.8644284
"32-46 99Th Street, 11369",40.7577296,-73.869841
"106-18 Ditmars Boulevard, 11369",40.765095,-73.8638538
"32-29 97 Street, 11369",40.7580435,-73.8713214
"100-20 23 Avenue, 11369",40.7685525,-73.8697363
"31-15 101 Street, 11369",40.7606721,-73.8678529
"102-12 27Th Avenue, 11369",40.763732,-73.86719819999999
"32-48 99Th Street, 11369",40.75908,-73.8698299
"3209 103Rd Street, 11369",40.7592144,-73.86582
"103-22 32Nd Avenue, 11369",40.7593971,-73.8651424
"22-42 97 Street, 11369",40.76932100000001,-73.873845
"105-20 32 Avenue, 11369",40.7595896,-73.86326679999999
"N/A Ericsson Street, 11369",40.764127,-73.865975
"31-41 97Th Street, 11369",40.759515,-73.871498
"23-39 98 Street, 11369",40.7673752,-73.8720213
"N/A 97 Street, 11369",40.7625764,-73.8723302
"10322 32Nd Ave, 11369",40.7593971,-73.8651424
"N/A Ditmars Boulevard, 11369",40.7693206,-73.8695213
"25-50 98 Street, 11369",40.7630988,-73.8717143
"2724 Ericsson Street, 11369",40.7637907,-73.8659224
"26-33 96 Street, 11369",40.7615643,-73.87277379999999
"32-32 108 Street, 11368",40.7599032,-73.8616222
"31-01 102Nd Street, 11369",40.7611282,-73.8669999
"108-05 Astoria Boulevard, 6E, 11369",40.7602499,-73.86036
"100-10 32Nd Avenue, 11369",40.7589945,-73.86836439999999
"105-02 32Nd Avenue, 11369",40.7596013,-73.86392
"108-05 Astoria Blvd, 2C, 11369",40.7602499,-73.86036
"32-58 105Th Street, 3F, 11369",40.758025,-73.86403299999999
"32-15 110 Street, 11369",40.7595979,-73.8599906
"32-58 105 Street, 5C, 11369",40.758025,-73.86403299999999
"32-58 105Th Street, 6B, 11369",40.758025,-73.86403299999999
"104-03 Northern Boulevard, 11368",40.757961,-73.86447
"32- 60 106Th Street, 3A, 11369",40.7558922,-73.86228249999999
"32- 60 106Th Street, 3E, 11369",40.7558922,-73.86228249999999
"32-58 105Th Street, P9, 11368",40.758025,-73.86403299999999
"102-02 31St Avenue, 11369",40.7610892,-73.8670604
"32-58 105Th Street, P11, 11368",40.758025,-73.86403299999999
"102-05 Ditmas Boulevard, 11969",40.7681943,-73.8664402
"32-58 105Th Street, P21, 11368",40.758025,-73.86403299999999
"105-08 32 Avenue, 11368",40.7595575,-73.8636685
"106-07 Northern Boulevard, 3B, 11368",40.7580997,-73.8624134
"41-49 73Rd Street, 11377",40.7437854,-73.89154719999999
"32-01 Junction Boulevard, 11369",40.7584923,-73.87432749999999
"102-05 Ditmas Boulevard, 11369",40.7681943,-73.8664402
"68-08 Woodside Avenue, 11377",40.7425884,-73.8960834
"4110 74Th Street, 11373",40.7448522,-73.8914648
"72-17 45Th Avenue, 11377",40.74078009999999,-73.8917335
"40-16 81St Street, 11373",40.7469803,-73.8850046
"40-22 78 Street, 11373",40.7465295,-73.88790399999999
"69-40 43Rd Avenue, 11377",40.7416905,-73.8942352
"40-18 81St Street, 11373",40.746919,-73.8849951
"72-46 44Th Avenue, 11377",40.7413204,-73.8908239
"40-19 78Th Street, 11373",40.7466465,-73.8874816
"40-63 Gleane Street, 11373",40.7468799,-73.8803758
"40-14 79 Street, 11373",40.74682809999999,-73.88687209999999
"41-19 76Th Street, 11373",40.7448401,-73.888881
"42-56 77 Street, 11373",40.7418603,-73.88789489999999
"42-09 Judge Street, 11373",40.7446479,-73.88071579999999
"77-11 45 Avenue, 11373",40.7413314,-73.8870519
"42-53 78 Street, 11373",40.7420719,-73.88656259999999
"42-80 79Th Street, 11373",40.7414633,-73.8859755
"42-59 79Th Street, 11373",40.7420358,-73.8856239
"42-59 79 Street, 11373",40.7420358,-73.8856239
"42-25 79 Street, 11373",40.7429473,-73.8858303
"41-20 Elbertson, 11373",40.7464168,-73.8766369
"45-21 76 Street, 11373",40.7404079,-73.8880427
"45-19 79 Street, 11373",40.7407606,-73.8853784
"42-61 78 Street, 11373",40.7419217,-73.8865443
"89-18 43Rd Avenue, 11373",40.7426509,-73.87610959999999
"42-40 Gleane Street, 11373",40.7441526,-73.87509709999999
"94-43 Alstyne Avenue, 11373",40.74314529999999,-73.868838
"9440A Alstyne Avenue, 11373",40.7424999,-73.8703594
"48-20 90Th Street, 11373",40.74060559999999,-73.8747994
"50-09 88Th Street, 11373",40.7395855,-73.8755181
"48-21 88Th Street, 11373",40.7399547,-73.8758234
"88-29 50Th Avenue, 11373",40.74021219999999,-73.8749026
"48-20 88Th Street, 11373",40.73987229999999,-73.876256
"90-67 51St Avenue, 11373",40.7401886,-73.8717602
"88-13 50Th Avenue, 11373",40.7400823,-73.8755018
"52-09 92Nd Street, 11373",40.7391328,-73.8708849
"90-38 54Th Avenue, 11373",40.7375169,-73.87185
"52-07 92 Street, 11373",40.7392528,-73.8708837
"92-12 53 Avenue, 11373",40.7386777,-73.8703915
"94-14 Corona Avenue, 11373",40.7421402,-73.8696332
"9239 56Th Avenue, 11373",40.7369618,-73.8686816
"94-24 50Th Avenue, 11373",40.7412689,-73.8684846
"94-14 52Nd Avenue, 11373",40.7399052,-73.8683927
"51-07 94Th Street, 11373",40.740372,-73.868882
"94-29 51 Avenue, 11373",40.740998,-73.8682089
"94-23 51St Avenue, 11373",40.7409583,-73.8684042
"94-19 51St Ave, 11373",40.740958,-73.868516
"94-26 Corona Avenue, 11373",40.7420817,-73.869233
"94-24 55Th Avenue, 11373",40.7377131,-73.8671638
"94-26 54 Avenue, 11373",40.7385709,-73.8674279
"49-01 70 Street, 11377",40.73743049999999,-73.8939838
"50-19 70Th Street, 11377",40.7365956,-73.894337
"94-26 55Th Avenue, 11373",40.7378936,-73.8671064
"51-52 70Th Street, 11377",40.73402919999999,-73.89436789999999
"72-05 Calamus Avenue, 11377",40.7346686,-73.892039
"71-14 Calamus Avenue, 11377",40.7342944,-73.8927557
"72-62 51 Drive, 11377",40.735032,-73.8891107
"71-11 52Nd Avenue, 11378",40.7338263,-73.89271269999999
"69-45 52Nd Avenue, 11378",40.7337837,-73.8942209
"72-06 Calamus Ave, 11377",40.7343085,-73.892085
"7714 Kneeland Ave, 11373",40.73526820000001,-73.8861708
"5139 74 St, 11373",40.7349066,-73.8884578
"51-14 Gorsline Street, 11373",40.7368068,-73.8849559
"51-30 Gorsline Street, 11373",40.736395,-73.8850136
"52-58 71St Street, 11378",40.7318771,-73.89328259999999
"5140 Gorsline St, 11373",40.7361414,-73.8850568
"52-78 70 Street, 11378",40.7313229,-73.89415199999999
"5156 Simonson Street, 11373",40.735869,-73.881478
"52-74 70Th Street, 11378",40.7314307,-73.89416349999999
"52-19 69Th Street, 11378",40.7330131,-73.8957037
"69-27 53Rd Avenue, 11378",40.7313488,-73.89465679999999
"70-19 53Rd Avenue, 11378",40.7313288,-73.893142
"52-53 71St Street, 11378",40.7321555,-73.89281989999999
"52-72 71St Street, 11378",40.7315311,-73.89324479999999
"52-20 72Nd Place, 11378",40.7331458,-73.89151079999999
"73-35 52Nd Drive, 11378",40.7327209,-73.88907619999999
"73-43 52Nd Avenue, 11378",40.7340257,-73.8888223
"51-61 72 Street, 11377",40.7340609,-73.89185719999999
"52-80 73Rd Street, 11378",40.7315007,-73.8907517
"52-71 73Rd Street, 11378",40.7317001,-73.89030629999999
"73-33 52Nd Drive, 11378",40.7327228,-73.88915659999999
"73-22 52Nd Drive, 11378",40.7324297,-73.8896045
"73-20 52 Road, 11378",40.7331182,-73.8895495
"52-25 73 Street, 11378",40.73297160000001,-73.8901557
"73-45 53 Road, 11378",40.730718,-73.88874899999999
"73-30 52Nd Court, 11378",40.7316748,-73.88933759999999
"52-64 79Th Street, 11373",40.732358,-73.88637609999999
"52-66 79Th Street, 11373",40.7323084,-73.8863598
"73-28 53 Road, 11378",40.7303523,-73.8894828
"57-22 Mazeau Street, 11378",40.7275729,-73.8908016
"79-14 Elks Road, 11373",40.7329617,-73.885882
"54-30 72Nd Street, 11378",40.7288163,-73.8921865
"51-77 74Th Street, 11373",40.733949,-73.88826139999999
"5289 79Th St, 11373",40.7317803,-73.885722
"73-28 53Rd Road, 11378",40.7303523,-73.8894828
"52-70 79 Street, 11373",40.73219220000001,-73.88632009999999
"69-71 Queens Midtown Expwy, 11378",40.7258398,-73.8923915
"69-65 Queens Midtown Expressway, 11385",40.7257898,-73.89259270000001
"54-10 80Th Street, 11373",40.7302979,-73.88379379999999
"72-07 57 Drive, 11378",40.72730809999999,-73.8892829
"85-13 57 Road, 11373",40.7318222,-73.8761679
"85-37 55 Avenue, 11373",40.7338174,-73.8787864
"53-04 Seabury St, 11373",40.7356559,-73.87823139999999
"55-11 84 Street, 11373",40.73158480000001,-73.8808536
"57-43 Mazeau Street, 11378",40.7273577,-73.89010019999999
"84-44 57 Avenue, 11373",40.7308999,-73.8781091
"55-08 Haspel Street, 11373",40.7326554,-73.87956729999999
"85-19 57 Road, 11373",40.7319183,-73.8760301
"54-12 82 Street, 11373",40.7308155,-73.8828978
